USERNAME,PASSWORD,DOD_ID,RANK,DUTY_EMAIL,DUTY_PHONE,PAS_CODE,PAS_CODE_ID,CPTS,CPTS_FIELD_VALUE,MAJCOM_FIELD_VALUE,IS_CREATED_SELF,CAT,SUBCAT,OAC,OBAN,MODE_OF_INQUIRY
TestContributor,Idea%24123,8908908793,CMSAF,TestContributor@,9284445761,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,CSR,83,WA,
TestCOR,Idea%24123,8908908792,2d Lt,TestCOR@,9284445760,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,FMS - Delivery Reporting,CC,CY,
TestCOR1,Idea%24123,8908908791,1st Lt,TestCOR1@,9284445759,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,FMS - OA &amp; EA Authority,ET,NS,
TestCOR2,Idea%24123,8908908790,Capt,TestCOR2@,9284445758,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,Funds Certification,JT,1,
TestCpo,Idea%24123,8908908788,Lt Col,TestCpo@,9284445756,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,Interfund,LC,90,
TestCS4,Idea%24123,8908908787,Col,TestCS4@,9284445755,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,JVs/1081s,12,DC,
testdemo,Idea%24123,8908908786,Brig Gen,testdemo@,9284445754,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,MAFR,15,55,
TestDs,Idea%24123,8908908785,Maj Gen,TestDs@,9284445753,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,Other,18,54,
TestJH1,Idea%24123,8908908782,CIV,TestJH1@,9284445750,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,TAR,36,48,
TestJH10,Idea%24123,8908908781,CTR,TestJH10@,9284445749,HH4GFR2G,38444,,502 CPTS,AETC,Unit Accounting,Accounting,WAWF,47,NJ,
